,XAU_Returns,DXY_Returns,SPX_Returns,US10Y_Diff,VIX_Diff,Target_Next_Day_Gold
2010-06-18,0.0090164152142144,0.0001283644618914,0.0013162904007037,-0.0699999300000002,-1.1000000000000014,-0.0139425335502704
2010-06-24,0.006208195380877,-9.330860662025942e-05,-0.0169461928624245,-0.0409998899999997,2.8299999999999983,0.0082845209982536
2010-06-25,0.0082845209982536,-0.0049109694949476,0.0028552182897741,0.0189998199999998,-1.2099999999999973,-0.0113596135811857
2010-06-29,-0.0113596135811857,0.0083111055155788,-0.033544221504568,-0.1199998899999998,5.600000000000001,0.0013455102681328
2010-07-02,0.0091279365827328,-0.0034172301689356,-0.0046732932195075,0.0190000600000002,-2.7399999999999984,-0.0070460771473783
2010-07-07,-0.0070460771473783,-0.0071917527903726,0.036194747187182,-0.01799989,-3.280000000000001,-0.0034165276348138
2010-07-08,-0.0034165276348138,2.3859799817356628e-05,0.009368673372673,0.0499999499999996,-1.1299899999999994,0.011535876299047
2010-07-09,0.011535876299047,0.0014662846622766,0.0071781000040602,0.04799986,-0.73001,-0.0006190545172008
2010-07-14,-0.0029354026245572,-0.0025977305428296,-0.0001552149959061,0.0580000900000001,0.3300000000000018,0.0009518489348205
2010-07-20,-0.0015353189221506,0.0031591778527747,0.0173159663686241,-0.0360000099999999,-2.32001,-0.0051601395692376
2010-07-21,-0.0051601395692376,0.0077766131648717,-0.0129026856528137,-0.0069999699999998,1.7100100000000005,0.0087890862555475
2010-07-22,0.0087890862555475,-0.0096152269813209,0.0222636156850377,-0.0720000300000003,-1.0100000000000016,-0.0052843605605921
2010-07-23,-0.0052843605605921,-0.0015873115371494,0.0081864293683692,0.0499999500000001,-1.16,-0.0250364335166809
2010-07-30,0.0117104836450992,-0.0011889077545677,6.354595509431585e-05,-0.0020000900000001,-0.629999999999999,0.0041402678492384
2010-08-04,0.0067229968758647,0.0036659111697823,0.0060328518604199,-0.0540001400000003,-0.4199899999999985,0.000293101645561
2010-08-06,0.0091682589199166,-0.0051850865398681,-0.0037108765803768,-0.04700017,-0.3599999999999994,-0.0015776148080463
2010-08-10,-0.0015776148080463,0.0048633521412111,-0.0005172337030639,-0.0769998999999996,0.6299899999999994,-0.0040383909668323
2010-08-11,-0.0040383909668323,0.0182850044047819,-0.0285833268406382,-0.0610001100000001,3.02,0.0118769590811872
2010-08-12,0.0118769590811872,0.004183725975168,-0.0053932797728319,-0.0809998499999999,0.3399999999999998,0.0
2010-08-18,0.003626366406564,-3.648547574426428e-05,0.0014816850014889,0.06800008,0.2600000000000015,0.0023967675438734
2010-08-31,0.0081270513378577,0.0034192183564678,-0.0144378832511545,0.0490000199999998,1.6000000000000014,-0.0031464235419655
2010-09-03,-0.0028041519796923,-0.0054109725226429,0.0131323625554026,0.0450000799999998,-1.8800000000000023,0.0063182519141451
2010-09-09,-0.0078438052229822,0.0010770972667675,0.0048205989722323,0.0559999900000001,-0.4400000000000013,0.0014854369714531
2010-09-10,0.0014854369714531,0.0002902547005355,0.0048515496768282,0.1080000399999998,-0.8199899999999971,0.0173004374617537
2010-09-21,0.0084408473021,-0.0118515694809552,0.0125279186988508,-0.0599999399999999,0.3400200000000026,0.004674248170065
2010-09-30,-0.0005733835519566,0.0003684621827965,-0.0030884609816881,0.0380001,0.4499999999999993,0.0084526851121042
2010-10-14,0.0057560808374028,-0.0055166093144331,-0.0036481028252295,-0.0040001900000001,0.8099899999999991,-0.008368858654059
2010-10-15,-0.008368858654059,0.0051272820669903,0.00202553260742,0.0800001599999999,-0.8499999999999979,-0.026060106669865
2010-10-20,0.0081425766435179,-0.0130412842474575,0.0104690662541423,-0.0340001499999997,-0.8400099999999995,-0.0142744495197026
2010-10-26,0.0084334913911145,0.0030416314208863,0.0021615057893851,0.0230000000000001,1.4399999999999975,-0.0117891359764381
2010-10-28,0.0140261065610398,-0.0108198177570856,0.0011241511941456,0.0769998999999996,0.1699899999999985,0.0122882588530711
2010-11-11,0.0031222576723362,0.0074815396676767,-0.0042512141320765,-0.0240001699999998,0.1700000000000017,-0.0288375893232876
2010-11-19,-4.433705026322489e-05,-0.0014383821320198,0.0025371192284322,0.0190000500000002,-0.7100100000000005,0.0169914736431375
2010-12-02,-0.0017528488274144,-0.0050926726054907,0.0127370316430188,0.16900015,-1.9699999999999989,0.0204734092492774
2010-12-10,-0.0009667273427692,1.2489150050887168e-05,0.0059836840619496,-0.0590000099999996,0.3599999999999994,0.0073710849176089
2010-12-14,0.0073710849176089,-0.0088185873526528,0.0009589080465142,0.0639998899999998,0.0,-0.0111676653280971
2010-12-15,-0.0111676653280971,0.0112011595358656,-0.0051356287324678,0.1960001,0.3300000000000018,-0.0075052714415435
2010-12-23,-0.0039783054278483,-0.0028655980607518,-0.0016457244701686,0.0450000799999998,1.0199999999999996,0.0187468918357855
2010-12-28,0.0187468918357855,-0.0016287357278584,0.0013835440011116,-0.0210001499999998,1.0500000000000007,0.0041029338835184
2010-12-31,0.0114608958482366,-0.0062189176708058,-0.0001908154184647,0.0120000799999999,0.2300000000000004,-0.0289929193354926
2011-01-05,-0.0014429232207415,0.0101940745785347,0.0049945917332972,0.0039999500000003,-0.3599999999999994,-0.0049828250544332
2011-01-13,-0.0104452830822199,-0.0105514036155031,-0.0017122492236479,0.0270001899999998,0.1499899999999989,-0.0084310934391844
2011-01-14,-0.0084310934391844,-0.0003662702989422,0.0073574255056363,-0.06800008,-0.9299999999999996,0.0059595891938101
2011-01-25,-0.0076946752742166,-0.0027014067575596,0.0060826823861823,-0.0450000800000003,-0.879999999999999,0.0101573000684436
2011-01-26,0.0101573000684436,-0.0013341887803359,0.004212061981042,-0.0759999799999997,-0.9499999999999992,-0.0240734470771629
2011-02-01,0.00332373863987,-0.013737329433769,0.0241891411307154,-0.01499987,-2.4099900000000005,-0.0046937915974617
2011-02-02,-0.0046937915974617,0.0011800941554316,-0.0027262788652279,0.0609998699999998,-0.3299999999999983,0.0144294061743261
2011-02-08,0.0111502290879784,-0.0005767641130645,0.0103968395466454,0.0930001699999998,-0.1199999999999992,0.0
2011-02-10,7.33326000402035e-05,0.0078131912436149,0.0007492195980016,-0.0850000400000001,0.2200000000000006,-0.0052200243518091
2011-02-11,-0.0052200243518091,0.0026801113611439,0.0054922394398424,0.0499999500000001,-0.4000000000000003,0.0123660955776889
2011-02-15,0.0123660955776889,0.0014391881897995,-0.0008580590329112,-0.0769999000000001,0.6800000000000015,0.0005168015196893
2011-02-23,0.0154206161199544,-0.003288776638629,-0.026872931333268,-0.1169998700000003,5.700009999999999,-0.0063250868251249
2011-03-04,0.0106520775894386,-0.0010857977427764,-0.0074054302804431,0.0880000600000001,0.4599899999999977,-0.0013918081411956
2011-03-11,0.0041427832826161,-0.0064913374149809,0.0070555307518902,-0.1070001099999999,-1.8000000000000007,-0.0156068196033824
2011-03-17,0.0024552675655918,-0.0083812907957051,0.0133092931177746,-0.1150000100000001,-3.029989999999998,0.0109535555980834
2011-03-18,0.0109535555980834,-0.0042567556155351,0.0042931297626278,0.06500006,-1.93,0.00660606503768
2011-03-24,-0.0046829993912745,-0.001822384129316,0.0092973974423822,0.0260000200000001,-1.1700000000000017,0.0
2011-03-30,0.0032453504209149,-0.0017195328683812,0.006662410865996,0.04999996,-0.4499899999999996,0.005320373269058
2011-03-31,0.005320373269058,-0.0034347788333612,-0.0018311366072702,-0.0469999300000001,0.0300000000000011,-0.0013291920470504
2011-04-01,-0.0013291920470504,-0.0003164348368417,0.0049506541464152,0.0260000200000001,-0.3400200000000026,0.0183192274250353
2011-04-08,0.0117937719575104,-0.0068901242373529,-0.0040125087648393,0.0,0.7600000000000016,-0.014480237163389
2011-04-12,-0.014480237163389,-0.0028415363405482,-0.0106043766587844,0.0379998700000001,-0.7800000000000011,0.0015880166538543
2011-04-14,0.0116776688113399,-0.0039421425455102,8.368423660124305e-05,-0.0340001599999997,-0.6500000000000021,0.009419815982443
2011-05-03,-0.017295216856895,0.0028342012358751,-0.0051392826232449,-0.0350000800000001,1.9499999999999995,-0.0142264830972895
2011-05-27,0.0115259953137752,-0.0079068603266306,0.004072589461352,-0.0729999499999998,-0.1099999999999994,0.0028608602087066
2011-06-01,0.0028608602087066,-0.0037024455684801,-0.0125112663299054,0.0,2.3200000000000003,-0.0046204487887412
2011-06-02,-0.0046204487887412,-0.0046171479916433,-0.0012255043417858,-0.1150000100000001,-0.2100000000000008,0.0054641390097965
2011-06-03,0.0054641390097965,-0.0074266457092849,-0.00978156358192,0.0869998899999999,-0.1400000000000005,0.001555714321676
2011-06-10,-0.0074848213011987,0.0080947101773193,-0.0140784675147671,0.05099988,1.09,-0.0049117620605605
2011-06-15,0.0043563063275357,0.0169279651998278,-0.0175856080264906,0.1150000099999997,3.060020000000001,-0.0005884660821052
2011-06-17,0.0064866501872744,-0.010136745946254,0.0030404018474758,-0.0409998900000001,-0.8799899999999994,0.0058958996798663
2011-07-01,-0.009040744652149,0.0006188951573916,0.0143068473949185,0.0390000399999999,-0.6500000000000004,0.027993337568836
2011-07-06,0.027993337568836,0.0103432356971632,-0.0003359600463122,-0.04100013,0.4700000000000006,0.0018952395961508
2011-07-08,0.0077396243390745,0.0029573208530438,-0.0069855160925432,0.0280001099999998,0.0,0.0152061181465027
2011-07-13,0.0095576004985791,-0.0079594108330458,0.0031010604931557,-0.0469999299999996,0.0399999999999991,0.0031551739433123
2011-07-15,0.0036475733794401,-0.0016890660290818,0.0055390406798801,0.0690000099999998,-1.2699999999999996,-0.0032381310027339
2011-07-20,0.0083099931006943,-0.0057195199014195,-0.0006710473490973,-0.0420000599999998,-0.1200100000000006,-0.0082785044759571
2011-07-21,-0.0082785044759571,-0.0104431520235591,0.013455200670761,0.0529999700000001,-1.5300000000000011,0.0075287387426147
2011-07-22,0.0075287387426147,0.0025098518060127,0.00090746132781,0.08299995,-0.0399999999999991,0.0122380778833397
2011-07-27,-0.004083406032797,0.0083084761734888,-0.0205177800243782,-0.0490000299999997,2.75,0.0027550358709822
2011-07-29,0.0055181483179457,-0.0043883704530155,-0.0064714161711867,-0.0270001899999998,1.5099899999999984,0.0199967097118975
2011-08-03,0.0008735071866731,-0.0063140957096019,0.0050032120084815,-0.1400000999999999,-1.4099900000000003,-0.0078588241493216
2011-08-16,0.0229628289133431,-0.0080341173783871,0.0117644943168415,-0.0249998499999999,-3.509990000000002,0.0010631155880432
2011-08-31,-0.006287437677858,0.0023098286003678,0.0049099329252263,-0.0879998200000002,-1.2699999999999996,0.0006853352242692
2011-10-06,0.0054411563682752,-0.0036178341365397,0.0181382192231452,0.074,-1.5399999999999991,-0.0071495155390998
2011-10-14,0.0091277342029826,-0.004856179678579,0.0172310130849702,-0.0299999699999999,-2.4599899999999977,-0.0158155133094018
2011-10-19,-0.0073050598488826,-0.0003111791120201,-0.0127298188380757,0.0199999800000001,2.879999999999999,-0.0145744415553876
2011-10-28,-0.0007110581302874,0.0025075707055949,0.000389153518189,0.1779999699999996,-0.9300099999999992,-0.0138396922707399
2011-11-08,0.0177831672190975,-0.0048975011272815,0.0179432685061038,-0.0529999699999996,-2.68,-0.0091966955347176
2011-11-15,-0.0049308106849601,0.0119755721752836,-0.0047905043114121,-0.01199984,1.1800099999999991,-0.0096515494522215
2011-11-16,-0.0096515494522215,0.0018474807677078,-0.016755779391136,0.0039999399999999,2.289990000000003,-0.0240621398737176
2011-11-18,0.0010567940641761,-0.0027886884381847,-0.0003947725585652,-0.0349999700000001,-2.509990000000002,-0.0137791359150194
2011-12-01,-0.0009454369052152,-0.0007146868444486,-0.0019104655946865,0.08300006,-0.3900000000000005,0.0020044103724294
2011-12-02,0.0020044103724294,0.0037845769688343,-0.0002410742279219,0.01499987,0.1099999999999994,-0.0116819052544948
2011-12-07,0.0080136487195097,-0.0001783621265493,0.0020162897586126,0.05299998,0.5400000000000027,-0.0193768781469305
2011-12-09,0.0018249461090706,-0.0025402645372789,0.0167424398093844,-0.0629999599999999,-4.210000000000001,-0.0478298960617034
2011-12-22,-0.005185300302174,-0.0007250634748162,0.0082315536139849,0.04299998,-0.2699899999999999,0.0003423751531336
2011-12-27,-0.0087516967915539,-0.0016653418737986,7.902764391107808e-05,0.07270014,1.1799999999999995,-0.0231837370749057
2012-01-04,0.0048445217742112,0.0064855617340317,0.0001879139985799,0.0831999799999998,-0.75,0.0064312880134676
2012-01-06,-0.0026540767979161,0.0039213318636938,-0.0025401851188711,0.0120000799999999,-0.8500000000000014,0.0084928813762626
2012-01-12,0.0052270221726044,-0.0071675166982883,0.0023338676271165,-0.0580000899999999,-0.5800000000000018,-0.0066906155549811
2012-01-13,-0.0066906155549811,0.0091814429374126,-0.0049601779332832,0.0210000299999999,0.4400000000000013,0.0124330679415954
2012-01-18,0.0124330679415954,-0.011176746581814,0.0145932905204274,-0.0679999599999998,-0.0199999999999995,-0.0012062000135615
2012-01-19,-0.0012062000135615,-0.0048873095881794,0.004926531580627,0.0399999599999998,-1.0199999999999996,0.005176368847314
2012-01-20,0.005176368847314,8.726057884230768e-05,0.0006692320811931,0.0839999900000001,-1.59,-0.0004203320685179
2012-01-26,0.0056568163675791,-0.0023148449704198,-0.0057705048401983,-0.0609998699999998,0.2600100000000012,0.0108734443200935
2012-01-27,0.0108734443200935,-0.0062288179050419,-0.0015940734220098,-0.06200003,-0.0400099999999987,-0.0007480938343422
2012-01-31,-0.0007480938343422,0.0048802170313888,-0.002982419642599,-0.0940000999999999,0.91,0.0040216071667452
2012-02-02,0.0082793746702789,0.0008738989746413,0.0010944925478258,0.0350000800000001,-0.5700000000000003,-0.0190591303024232
2012-02-08,-0.0069606516837163,0.0008268826361472,0.0021579461175579,0.0759999800000001,0.5100100000000012,-0.0019067986016047
